#,Year,ET,MPH,Last,First,Entry,State,Engine,Make,Model,Chassis,Class,Unnamed: 13
1838,1968,0.0,0.0,Cortines,Buddy,Starlite IV,Texas,Chrysler Hemi,,Dragster,Kent Fuller,AA/FD,EDIT THIS!
1839,1969,6.74,202.24,Cortines,Buddy,Cortines & Austin,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1840,1969,0.0,0.0,Cortines,Buddy,Hammer & Anvil,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1841,1969,7.25,0.0,Cortines,Buddy,Jenkins-Cortines-Swain,Texas,Chrysler Hemi,,Dragster,T-Bar,AA/FD,EDIT THIS!
1842,1969,6.86,216.34,Cortines,Buddy,Texas Whips,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1843,1970,0.0,0.0,Cortines,Buddy,Cortines & Austin,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1844,1970,7.5,0.0,Cortines,Buddy,T-Bar-Jenkins,Texas,Chrysler Hemi,,Dragster,T-Bar,AA/FD,EDIT THIS!
1845,1971,6.54,210.0,Cortines,Buddy,T-Bar Jenkins,Texas,Chrysler Hemi,,Dragster,T-Bar,AA/FD,EDIT THIS!
1846,1971,6.79,0.0,Cortines,Buddy,Texas Whips,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1847,1972,6.605,233.76,Cortines,Buddy,Texas Whips,Texas,Chrysler Hemi (twins),,Dragster,,AA/FD,EDIT THIS!
1848,1955,0.0,129.0,Cortopassi,Ed,Glass Slipper,California,Mercury Flathead,,Dragster,Cortopassi Bros.,A/FD,EDIT THIS!
1849,1956,10.15,148.0,Cortopassi,Ed,Glass Slipper,California,Chevrolet,,Dragster,Cortopassi Bros.,A/FD,EDIT THIS!
1850,1957,9.84,160.59,Cortopassi,Ed,Glass Slipper,California,Chevrolet,,Dragster,Cortopassi Bros.,Top Eliminator,EDIT THIS!
1851,1977,5.825,238.09,Coughlin,Jeg,Jeg Coughlin,Ohio,Milodon Hemi,,Dragster,,AA/FD,EDIT THIS!
1852,1978,6.16,228.42,Coughlin,Jeg,Captain Quick Change/Jeg's Automotive,Ohio,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
1853,1979,5.85,249.3,Coughlin,Jeg,Jeg's Automotive,Ohio,Keith Black Hemi,,Dragster,Al Swindahl,AA/FD,EDIT THIS!
1854,1980,5.9,249.3,Coughlin,Jeg,Jeg's Automotive,Ohio,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
1855,1981,0.0,248.61,Coughlin,Jeg,Jeg's Automotive,Ohio,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
1856,2016,0.0,0.0,Coughlin Jr.,Troy,Red Fuel/Schumacher Electronics,Ohio,TFX Hemi,,Dragster,DSR,TF,EDIT THIS!
1857,2017,0.0,0.0,Coughlin Jr.,Troy,Seal Master,Ohio,TFX Hemi,,Dragster,Kalitta,TF,EDIT THIS!
1858,1999,5.593,260.0,Cowan,Andrew,Motorsport Trailers,Victoria,JP-1 Hemi,,Dragster,Andrews Race Cars,TF,EDIT THIS!
1859,1997,4.923,273.0,Cowin,Andrew,Shell Racing,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1860,1998,0.0,0.0,Cowin,Andrew,Shell Racing,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1861,1999,4.588,313.58,Cowin,Andrew,K&N Highflow Air Filters,California,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1862,2000,4.61,317.87,Cowin,Andrew,K&N Highflow Air Filters,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1863,2001,0.0,0.0,Cowin,Andrew,Army,New South Wales,Keith Black Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
1864,2001,4.589,323.5,Cowin,Andrew,K&N Highflow Air Filters,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1865,2002,4.49,328.38,Cowin,Andrew,New York Yankees,New South Wales,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
1866,2002,0.0,0.0,Cowin,Andrew,Rocket Industries,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1867,2003,4.688,307.48,Cowin,Andrew,Carrier Boys,New South Wales,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
1868,2003,4.98,0.0,Cowin,Andrew,Rocket Industries,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1869,2004,4.603,317.42,Cowin,Andrew,Cowin Motorsports,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1870,2005,4.583,314.39,Cowin,Andrew,Cowin Motorsports,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1871,2006,4.572,323.5,Cowin,Andrew,Serta International,South Carolina,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1872,2008,0.0,0.0,Cowin,Andrew,Rocket Industies/Wicked Quick,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
1873,2011,4.594,326.71,Cowin,Andrew,,New South Wales,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
1874,2012,4.831,312.5,Cowin,Andrew,,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
1875,2013,0.0,0.0,Cowin,Andrew,,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
1876,1984,6.631,163.33,Cowin,Graeme,McGee Tornado,New South Wales,McGee,,Dragster,Dave & Don Tuttle - CCE,TF,EDIT THIS!
1877,1993,4.895,294.31,Cowin,Graeme,Rocket Industries,New South Wales,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1878,1994,0.0,0.0,Cowin,Graeme,Rocket Industries,New South Wales,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1879,1995,0.0,0.0,Cowin,Graeme,Rocket Industries,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1880,1996,0.0,0.0,Cowin,Graeme,Rocket/Shell Racing,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1881,1997,4.812,285.0,Cowin,Graeme,Rocket/Shell Racing,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1882,1998,0.0,0.0,Cowin,Graeme,Rocket/Shell Racing,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1883,1999,0.0,0.0,Cowin,Graeme,Rocket/Shell Racing,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1884,2003,4.817,312.28,Cowin,Graeme,Rocket Industries,New South Wales,TFX Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1885,2004,4.754,321.91,Cowin,John,Cowin Motorsports,New South Wales,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
1886,1966,0.0,0.0,Cox,George,Banzai,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1887,1967,6.99,227.76,Cox,George,Banzai II,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1888,1968,6.84,217.36,Cox,George,Banzai II,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1889,1969,6.86,217.91,Cox,George,Banzai II,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1890,1970,6.847,192.71,Cox,George,Banzai II,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1891,1971,6.82,0.0,Cox,George,Tony Casarez,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1892,1972,6.64,228.42,Cox,George,Banzai,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1893,1965,7.92,202.7,Cox,John,Guy Kellison,California,Chrysler Hemi,,Dragster,,Top Fuel,EDIT THIS!
1894,1966,7.75,205.0,Cox,John,Rodriguez Bros.,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
1895,1966,0.0,0.0,Cox,John,"Starr, Cox & Hutchinson",California,Chrysler Hemi,,Dragster,,B/FD,EDIT THIS!
